year,event_id,fleet_class,rank,sail_number,boat_name,boat_type,owner_skipper
2025,50001,PHRF-NS A 1,1,USA 40101,Overdraft X,Farr 40 Turbo,James Gogan
2025,50001,PHRF-NS B 1,2,CAN 222,Painkiller,J29,Paul Fillbe-Dexter
2025,50001,PHRF-NS A 1,13,51889,Pendragon,CM 1200,Shayne Hall
2025,50001,Sonar,2,Can 754,Ping,Sonar,Andreas Josenhans
2025,50001,PHRF-NS B 1,1,CAN 8,Poohsticks,J/92,Colin Mann
2025,50001,Bluenose,23,B 347,Privateer,Bluenose,Jason Mraz
2025,50001,Pursuit B,11,CAN 323,ROAM *,Beneteau Oceanis,Stephen Perrott
2025,50001,PHRF-NS B 3,4,CAN 238,Raido,Laser 28,Keith Davidson
2025,50001,PHRF-NS A 1,3,39512,Rampage,Farr 395,Graham Roy
2025,50001,Bluenose,4,CAN 333,Reprobates and Ringers,Bluenose,Chris Megaffin
2025,50001,Bluenose,19,B 138,Res III,Bluenose,Mike Hill
2025,50001,IOD,3,CAN 11,Restless,IOD,Ted Murphy
2025,50001,PHRF-NS B 4,8,CAN 4097,Roguewave,Viking 28,ELIZABETH WHYTE
2025,50001,PHRF-NS B 3,3,63181,Rollback,Laser28,Margo Coughlin
2025,50001,Pursuit B,5,FKC 21,Rondo,Nordic Folkboat,Dayna Nelder
2025,50001,PHRF-NS B 1,9,CAN 31991,Rumblefish,J 29,Matt Wawrzyszyn
2025,50001,Bluenose,5,455,Sandpiper,Bluenose Sloop,Lisa Ross
2025,50001,PHRF-NS B 1,5,CAN 34429,Scotch Mist,J29,Chris MacDonald
2025,50001,Bluenose,10,247,Scout,Bluenose,Michael Bowen
2025,50001,Sonar,4,1571,Seas the day,Sonar,Ava Franklin
2025,50001,Pursuit B,3,34511,Second Lady,C&C 32,Steve Mallett
2025,50001,Farr 30,6,CAN 7,Second Thoughts,Farr 30,Myrden / Wedlake / Bliss
2025,50001,Bluenose,22,B 266,Shaken Knot Stirred,Bluenose,Malcolm Fraser
2025,50001,Sonar,3,CAN 366,So-Gnarly,Sonar,Thomas Dauphinee
2025,50001,Pursuit A,4,49,Spice,J/44,Chris Campbell
2025,50001,PHRF-NS B 1,11,USD 613,Spitfire,Etchells,Alyson Petsche
2025,50001,PHRF-NS B 1,7,1342,Spray 2.0,Etchell,Ian Swan
2025,50001,Pursuit B,1,GBR 7,Squall *,IOD,Capt. Bradison Boutilier
2025,50001,PHRF-NS B 4,3,24925,Sting,Kirby 25,Andrew Bell
2025,50001,IOD,1,13,Storm,IOD,Peter Wickwire
2025,50001,Bluenose,27,CAN 221,Sun Burn,Bluenose,Tod Scott
2025,50001,Bluenose,1,B 227,Teazer,Bluenose,Connor Mraz
2025,50001,Pursuit B,8,KR 1511,Terpsichore,S&S 34,Bill Haliburton
2025,50001,PHRF-NS B 2 (Sport Boats),3,004,Tetris,Melges 24,Graham Hart
2025,50001,PHRF-NS A 2,9,CAN049,The Temerity,Beneteau First 36,Lucas Hillier
2025,50001,Pursuit B,7,14915,To'Mater 3 *,C&C,Warren Webber
2025,50001,PHRF-NS A - J105,5,USA 51563,VTack,J 105,John Sapp
2025,50001,Pursuit A,2,32567,Vagrant,Morgan 366,Grant Gordon
2025,50001,Pursuit B,9,CAN 007,Valkyrie *,C&C 27,Val Doan
2025,50001,Bluenose,26,282,Vera,Bluenose,Chris von Maltzahn
2025,50001,Pursuit A,5,32,Vortex II,C&C 38,Steve Adams
2025,50001,Bluenose,8,B 257,Wahoo,Bluenose,Henry Demone
2025,50001,PHRF-NS B 4,6,117,Wai Whare,S2 7.9,Anthony Steven
2025,50001,PHRF-NS B 1,8,CAN 79,White Boat,Etchells,Stephen Fitzgerald
2025,50001,PHRF-NS B 4,9,6307,Windward,Hunter 30-2,Jeff Leadbetter
2025,50001,PHRF-NS B 3,5,133,Wound Up,Laser 28,Richard Gerstenberger
2025,50001,Farr 30,5,CAN 17,Yardsail,Farr 30,Elsie Gillis
2025,50001,PHRF-NS A 2,1,CAN 56,Youngblood,J/100,Larry Creaser
2025,50001,Bluenose,9,can 192,buttercup,bluenose,Geoffrey Dalzell
